Артикул|Кол-во|Склад ID
ПТ201060|34|4
Р1084|34|4
Р1320|34|4
РС110|34|4
РС135|34|4
РС138|34|4
Р2440|34|4
РС220|34|4
РС230|34|4
РС261|34|4
Р3010|34|4
Р3020|34|4
Р3520|34|4
Р3530|34|4
РС150|34|4
РС160|34|4
Р4222|34|4
Р4390|34|4
Р4816|34|4
РС171|34|4
РС174|34|4
РС175|34|4
РС461|34|4
РС492|34|4
Р5080|34|4
Р5300|34|4
Р5543|34|4
РС500|34|4
РС505|34|4
РС506|34|4
