Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
741|1|Текила-бум (0,8"х 12) 3 эфф|9^63^107^114^116|465.00|100|0|255.75||||||Р7200|Р7200|1|1|1|1|24||||||0.000000|0.000000|0.000000|0.487500||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/р7200.jpg|1|Количество залпов:12:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^2|1|1|
743|1|Ёлка с огоньком (0,8"х 13)|9^63^71^73^78^107^114^116|560.00|100|0|308.00||||||Р7210|Р7210|1|1|1|1|24||||||15.000000|10.000000|11.500000|0.625000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00025        |ЩШ01.А.00025 0464042 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 18.07.2017-17.07.2020                                                                                                                             |10130080/180517/0011277  |||4 эффекта:<BR><BR>1. Красно-синяя сфера (пион) и белое мерцание.<BR><BR>2. Зелено- фиолетовая сфера (пион) и белое мерцание.<BR><BR>3. Множество серебряных ниспадающих нитей (парча) и синие звезды.<BR><BR>4. Красочная концовка: Вертушка разрывается облаком трещащих разрывов (трещащая хризантема).|4 эффекта:<BR><BR>1. Красно-синяя сфера (пион) и белое мерцание.<BR><BR>2. Зелено- фиолетовая сфера (пион) и белое мерцание.<BR><BR>3. Множество серебряных ниспадающих нитей (парча) и синие звезды.<BR><BR>4. Красочная концовка: Вертушка разрывается облаком трещащих разрывов (трещащая хризантема).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/rY4MXBxgcss?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7210.jpg^http://cx14726.tmweb.ru/images/р7210-1.jpg^http://cx14726.tmweb.ru/images/р7210-2.jpg^http://cx14726.tmweb.ru/images/р7210-3.jpg^http://cx14726.tmweb.ru/images/р7210-4.jpg|1|Количество залпов:13:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:28:4||new||||2|1^2|1|1|
746|1|С днём рождения! ( 0,8"х 19)|9^63^71^73^80^107^114^116|668.00|100|0|367.40||||||Р7215|Р7215|1|1|1|1|16||||||12.500000|12.500000|10.000000|0.937500||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00024        |ЩШ01.А.00024 046041 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.07.2017-11.07.2020                                                                                                                              |10130080/180517/0011277  |||5 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и зеленое мерцание.<BR><BR>2. Синяя сфера (пион) и серебряные звезды с пышными хвостами (кокос).<BR><BR>3. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>4. Красные звезды с пышными хвостами (кокос) и треск.<BR><BR>5. ЗАЛП: Зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).|5 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и зеленое мерцание.<BR><BR>2. Синяя сфера (пион) и серебряные звезды с пышными хвостами (кокос).<BR><BR>3. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>4. Красные звезды с пышными хвостами (кокос) и треск.<BR><BR>5. ЗАЛП: Зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/6BDhUsynAsI?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7215.jpg^http://cx14726.tmweb.ru/images/р7215-1.jpg^http://cx14726.tmweb.ru/images/р7215-2.jpg^http://cx14726.tmweb.ru/images/р7215-3.jpg^http://cx14726.tmweb.ru/images/р7215-4.jpg^http://cx14726.tmweb.ru/images/р7215-5.jpg|1|Количество залпов:19:1^Калибр, дюйм:0.8:2^Высота, м.:20:3^Время, сек.:30:4||new||||2|1^2|1|1|
751|1|Бубль-гум (0,8"х 25) АКЦИЯ МОНОБЛОК|9^63^71^76^85^86^107^114^117|752.00|100|0|413.60||||||Р7300|Р7300|1|1|1|1|18||||||12.500000|11.800000|14.500000|1.277778||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00008        |ЩШ01.А.00008 0464024 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RP-01/16 от 02.02.2016 29.11.2016-28.11.2019                                                                                                                                              |10130080/180517/0011277  |||5 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Зеленая сфера (пион) и белое мерцание.<BR><BR>3. Желтая сфера (пион) и белое мерцание.<BR><BR>4. Синяя сфера (пион) и белое мерцание.<BR><BR>5. Красное мерцание и облако трещащих разрывов (трещащий дождь).|5 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Зеленая сфера (пион) и белое мерцание.<BR><BR>3. Желтая сфера (пион) и белое мерцание.<BR><BR>4. Синяя сфера (пион) и белое мерцание.<BR><BR>5. Красное мерцание и облако трещащих разрывов (трещащий дождь).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/4O_9xeCsymg?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7300.jpg^http://cx14726.tmweb.ru/images/р7300-1.jpg^http://cx14726.tmweb.ru/images/р7300-2.jpg^http://cx14726.tmweb.ru/images/р7300-3.jpg|1|Количество залпов:25:1^Калибр, дюйм:0.8:2^Высота, м.:40:3^Время, сек.:40:4||new||||2|1^2|1|1|
752|1|Жар-птица (0,8"х 25) МОНОБЛОК 5 эфф|9^63^107^114^117|830.00|100|0|456.50||||||Р7302|Р7302|1|1|1|1|16||||||0.000000|0.000000|0.000000|1.187500||1|||0|0|1|за 1 шт.|1|ЩШ01.А.0029         |ЩШ01.А.0029 0464047 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/р7302.jpg|1|Количество залпов:25:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^2|1|1|
753|1|Сорвиголова (0,8"х 25)|9^63^71^84^85^86^107^114^117|956.00|100|0|525.80||||||Р7311|Р7311|1|1|1|1|24||||||13.000000|12.000000|12.500000|1.083333||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |||1. Белые звезды с белыми хвостами.<BR><BR>2. Оранжевые звезды.<BR><BR>3. Синие звезды с золотыми хвостами и зеленым мерцанием.<BR><BR>4. Красные звезды с треском.<BR><BR>5. Залп серебряных вспышек с оглушительным грохотом.|1. Белые звезды с белыми хвостами.<BR><BR>2. Оранжевые звезды.<BR><BR>3. Синие звезды с золотыми хвостами и зеленым мерцанием.<BR><BR>4. Красные звезды с треском.<BR><BR>5. Залп серебряных вспышек с оглушительным грохотом.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/bQKpZHNbEjQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7311.jpg^http://cx14726.tmweb.ru/images/р7311-1.jpg^http://cx14726.tmweb.ru/images/р7311-2.jpg^http://cx14726.tmweb.ru/images/р7311-3.jpg^http://cx14726.tmweb.ru/images/р7311-4.jpg^http://cx14726.tmweb.ru/images/р7311-5.jpg|1|Количество залпов:25:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:30:4||new||||2|1^2|1|1|
754|1|Сказки Пушкина|9^63^71^76^85^87^107^114^117|999.00|100|0|549.45||||||Р7312|Р7312|1|1|1|1|24||||||12.500000|12.500000|12.500000|0.833333||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00025        |ЩШ01.А.00025 0464042 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 18.07.2017-17.07.2020                                                                                                                             |10130080/180517/0011277  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/IeSOzHTaI0g?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7312.jpg^http://cx14726.tmweb.ru/images/р7312-1.jpg^http://cx14726.tmweb.ru/images/р7312-2.jpg^http://cx14726.tmweb.ru/images/р7312-3.jpg^http://cx14726.tmweb.ru/images/р7312-4.jpg|1|Количество залпов:25:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:30:4||new||||2|1^2|1|1|
759|1|Балалайка (0,8"х36) АКЦИЯ МОНОБЛОК|9^63^76^107^114^118|1080.00|100|0|594.00||||||Р7321|Р7321|1|1|1|1|12||||||12.500000|13.800000|16.800000|1.166667||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00008        |ЩШ01.А.00008 0464024 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RP-01/16 от 02.02.2016 29.11.2016-28.11.2019                                                                                                                                              |10130080/180517/0011277  |||5 эффектов:<BR><BR>1.Множество серебряных ниспадающих нитей (парча) и красное мерцание.<BR><BR>2.Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.<BR><BR>3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.<BR><BR>4.Множество серебряных ниспадающих нитей (парча) и белое мерцание.<BR><BR>5. Облако трещащих разрывов (трещащая хризантема).|5 эффектов:<BR><BR>1.Множество серебряных ниспадающих нитей (парча) и красное мерцание.<BR><BR>2.Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.<BR><BR>3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.<BR><BR>4.Множество серебряных ниспадающих нитей (парча) и белое мерцание.<BR><BR>5. Облако трещащих разрывов (трещащая хризантема).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Ddn0Uu3D8cs?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7321.jpg^http://cx14726.tmweb.ru/images/р7321-1.jpg^http://cx14726.tmweb.ru/images/р7321-2.jpg^http://cx14726.tmweb.ru/images/р7321-3.jpg^http://cx14726.tmweb.ru/images/р7321-4.jpg^http://cx14726.tmweb.ru/images/р7321-5.jpg|1|Количество залпов:36:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:70:4||new||||2|1^2|1|1|
762|1|Пламенный привет (0,8"х 49) АКЦИЯ МОНОБЛОК|9^63^76^107^114^119|1680.00|100|0|924.00||||||Р7325|Р7325|1|1|1|1|8||||||15.000000|16.000000|19.500000|2.500000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00008        |ЩШ01.А.00008 0464024 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RP-01/16 от 02.02.2016 29.11.2016-28.11.2019                                                                                                                                              |10130080/180517/0011277  |||7 эффектов:<BR><BR>1. Множество серебряных ниспадающих нитей (парча) и красное мерцание.<BR><BR>2. Серебряные звезды с хвостами (волна) и зеленое мерцание.<BR><BR>3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.<BR><BR>4. Серебряные звезды с хвостами (волна) и красная сфера (пион).<BR><BR>5. Серебряные звезды с хвостами (волна) и синяя сфера (пион).<BR><BR>6. Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.<BR><BR>7. Множество серебряных ниспадающих нитей (парча) и облако трещащих разрывов (трещащий дождь).|7 эффектов:<BR><BR>1. Множество серебряных ниспадающих нитей (парча) и красное мерцание.<BR><BR>2. Серебряные звезды с хвостами (волна) и зеленое мерцание.<BR><BR>3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.<BR><BR>4. Серебряные звезды с хвостами (волна) и красная сфера (пион).<BR><BR>5. Серебряные звезды с хвостами (волна) и синяя сфера (пион).<BR><BR>6. Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.<BR><BR>7. Множество серебряных ниспадающих нитей (парча) и облако трещащих разрывов (трещащий дождь).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/nHQAYfAeJGQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7325.jpg^http://cx14726.tmweb.ru/images/р7325-1.jpg^http://cx14726.tmweb.ru/images/р7325-2.jpg^http://cx14726.tmweb.ru/images/р7325-3.jpg^http://cx14726.tmweb.ru/images/р7325-4.jpg^http://cx14726.tmweb.ru/images/р7325-5.jpg|1|Количество залпов:49:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:70:4||new||||2|1^2|1|1|
763|1|Краски жизни (0,8"х 90) НОВЫЙ ЭФФЕКТ|9^63^107^114^121|3400.00|100|0|1870.00||||||Р7326|Р7326|1|1|1|1|4||||||12.000000|22.500000|25.000000|4.000000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |||8 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Красная сфера (пион) и облако трещащих разрывов (трещащая хризантема).<BR><BR>3. Синяя сфера (пион) и белое мерцание.<BR><BR>4. Красные кометы с белыми хвостами.<BR><BR>5. Свистящие кометы.<BR><BR>6. Трещащие кометы.<BR><BR>7. Множество серебряных ниспадающих нитей (парча) и красные звезды.<BR><BR>8. Красочная концовка: зелено- красная сфера (пион) и треск.|8 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Красная сфера (пион) и облако трещащих разрывов (трещащая хризантема).<BR><BR>3. Синяя сфера (пион) и белое мерцание.<BR><BR>4. Красные кометы с белыми хвостами.<BR><BR>5. Свистящие кометы.<BR><BR>6. Трещащие кометы.<BR><BR>7. Множество серебряных ниспадающих нитей (парча) и красные звезды.<BR><BR>8. Красочная концовка: зелено- красная сфера (пион) и треск.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/M1_aIN-hwig?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7326.jpg^http://cx14726.tmweb.ru/images/р7326-1.jpg^http://cx14726.tmweb.ru/images/р7326-2.jpg^http://cx14726.tmweb.ru/images/р7326-3.jpg^http://cx14726.tmweb.ru/images/р7326-4.jpg^http://cx14726.tmweb.ru/images/р7326-5.jpg^http://cx14726.tmweb.ru/images/р7326-6.jpg^http://cx14726.tmweb.ru/images/р7326-7.jpg|1|Количество залпов:90:1^Калибр, дюйм:0.8:2^Высота, м.:40:3^Время, сек.:55:4||new||||2|1^2|1|1|
764|1|Новогоднее приключение (0,8"х 96)|9^63^69^71^73^78^107^114^121|4460.00|100|0|2453.00||||||Р7328|Р7328|1|1|1|1|4||||||17.500000|25.000000|25.000000|5.250000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |||10 эффектов:<BR><BR>1-4. Выстреливает подряд:<BR><BR>Красные звезды с пышными хвостами (кокос) и треск.<BR><BR>Зеленые звезды с пышными хвостами (кокос) и золотое мерцание.<BR><BR>Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).<BR><BR>Фиолетовая сфера (пион) и белое мерцание.<BR><BR>5. Веер W-формы:По бокам - трещащие кометы, в центре - множество серебряных ниспадающих нитей (парча) и синие звезды.<BR><BR>6. Веер W-формы:По бокам- трещащие кометы, в центре - бело-красное мерцание.<BR><BR>7-8. Выстреливает подряд: Свистящие кометы. Фиолетовая сфера (пион) и облако трещащих разрывов (трещащий дождь).<BR><BR>9-10. Выстреливает подряд: Кометы разрываются с оглушительным грохотом (титановый разрыв). Множество серебряных ниспадающих нитей (парча).|10 эффектов:<BR><BR>1-4. Выстреливает подряд:<BR><BR>Красные звезды с пышными хвостами (кокос) и треск.<BR><BR>Зеленые звезды с пышными хвостами (кокос) и золотое мерцание.<BR><BR>Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).<BR><BR>Фиолетовая сфера (пион) и белое мерцание.<BR><BR>5. Веер W-формы:По бокам - трещащие кометы, в центре - множество серебряных ниспадающих нитей (парча) и синие звезды.<BR><BR>6. Веер W-формы:По бокам- трещащие кометы, в центре - бело-красное мерцание.<BR><BR>7-8. Выстреливает подряд: Свистящие кометы. Фиолетовая сфера (пион) и облако трещащих разрывов (трещащий дождь).<BR><BR>9-10. Выстреливает подряд: Кометы разрываются с оглушительным грохотом (титановый разрыв). Множество серебряных ниспадающих нитей (парча).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/cFIFOJQ1NrU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7328.jpg^http://cx14726.tmweb.ru/images/р7328-1.jpg^http://cx14726.tmweb.ru/images/р7328-2.jpg^http://cx14726.tmweb.ru/images/р7328-3.jpg^http://cx14726.tmweb.ru/images/р7328-4.jpg^http://cx14726.tmweb.ru/images/р7328-5.jpg^http://cx14726.tmweb.ru/images/р7328-6.jpg^http://cx14726.tmweb.ru/images/р7328-7.jpg^http://cx14726.tmweb.ru/images/р7328-8.jpg|1|Количество залпов:96:1^Калибр, дюйм:0.8:2^Высота, м.:40:3^Время, сек.:50:4||new||||2|1^2|1|1|
766|1|Дари радость!|9^63^69^107^114^120|2930.00|100|0|1611.50||||||Р7333|Р7333|1|1|1|1|4||||||0.000000|0.000000|0.000000|4.725550||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00026        |ЩШ01.А.00026 0464043 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 11.08.2017-10.08.2020                                                                                                                             |10130080/180517/0011277  ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/р7333.jpg|1|Количество залпов:66:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^2|1|1|
771|1|Встречайте  (1,0" х 16)|9^65^71^78^107^114^116|872.00|100|0|479.60||||||Р7342|Р7342|1|1|1|1|12||||||15.000000|12.000000|12.000000|1.291667||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |||1. Красные, зеленые мигающие звезды и золотые хвосты.<BR><BR>2. Синие звезды и белое мерцание.<BR><BR>3. Синие звезды с белыми хвостами.<BR><BR>4. Красные звезды с белыми хвостами и облако трещащих разрывов.|1. Красные, зеленые мигающие звезды и золотые хвосты.<BR><BR>2. Синие звезды и белое мерцание.<BR><BR>3. Синие звезды с белыми хвостами.<BR><BR>4. Красные звезды с белыми хвостами и облако трещащих разрывов.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/tuAZsQ2Idgw?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7342.jpg^http://cx14726.tmweb.ru/images/р7342-1.jpg^http://cx14726.tmweb.ru/images/р7342-2.jpg^http://cx14726.tmweb.ru/images/р7342-3.jpg^http://cx14726.tmweb.ru/images/р7342-4.jpg|1|Количество залпов:16:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:35:4||new||||2|1^2|1|1|
773|1|Снежная королева (1,0" х 16)|9^65^71^74^76^83^107^114^116|1027.00|100|0|564.85||||||Р7350|Р7350|1|1|1|1|18||||||17.500000|12.500000|12.500000|1.611111||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |||1. Красные звезды с золотыми хвостами и белое мерцание.<BR><BR>2. Зеленые, фиолетовые звезды и белое мерцание.<BR><BR>3. Лимонные звезды и облако трещащих разрывов.<BR><BR>4. Красные, зеленые звезды и шуршащие хвосты.|1. Красные звезды с золотыми хвостами и белое мерцание.<BR><BR>2. Зеленые, фиолетовые звезды и белое мерцание.<BR><BR>3. Лимонные звезды и облако трещащих разрывов.<BR><BR>4. Красные, зеленые звезды и шуршащие хвосты.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/fJIRHo6kpvU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7350.jpg^http://cx14726.tmweb.ru/images/р7350-1.jpg^http://cx14726.tmweb.ru/images/р7350-2.jpg^http://cx14726.tmweb.ru/images/р7350-3.jpg|1|Количество залпов:16:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:20:4||new||||2|1^2|1|1|
776|1|12 месяцев (1,25"х 16)|9^64^71^78^107^114^116|1599.00|100|0|879.45||||||Р7360|Р7360|1|1|1|1|8||||||17.500000|15.000000|15.000000|2.125000||1|||0|0|1|за 1 шт.|1|СЗ25.А.00030        |СЗ25.А.00030 0155670 ООО "Северо-Западная НПЛ" ООО "Русский фейерверк" RR-01/16 от 02.02.2016 28.09.2016-27.09.2019                                                                                                                                       |10130080/180517/0011277  |||1. Красная и зеленая звезды разрываются красными звездами с золотым шлейфом.<BR><BR>2. Фиолетовыми звездами и золотыми трещащими кометами.<BR><BR>3. Зелеными и золотыми мерцающими кометами.<BR><BR>4. Серебристыми кометами и облаком трещащих и мерцающих искр.|1. Красная и зеленая звезды разрываются красными звездами с золотым шлейфом.<BR><BR>2. Фиолетовыми звездами и золотыми трещащими кометами.<BR><BR>3. Зелеными и золотыми мерцающими кометами.<BR><BR>4. Серебристыми кометами и облаком трещащих и мерцающих искр.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/02Kd9ybEizs?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7360.jpg^http://cx14726.tmweb.ru/images/р7360-1.jpg^http://cx14726.tmweb.ru/images/р7360-2.jpg^http://cx14726.tmweb.ru/images/р7360-3.jpg^http://cx14726.tmweb.ru/images/р7360-4.jpg|1|Количество залпов:16:1^Калибр, дюйм:1.2:2^Высота, м.:50:3^Время, сек.:30:4||new||||2|1^2|1|1|
